cell_ID	range	bin	ratio	bio_ID	Index	run	label_short	dist_to_central_vein(pixels)	dist_to_portal_vein(pixels)	sum_distance	included	Hepatocyte
m1A_25_target8	NA	NA	NA	m1A	116	25	8	NA	NA	NA	FALSE	FALSE
m1A_26_target8	NA	NA	NA	m1A	118	26	8	NA	NA	NA	FALSE	FALSE
m1A_27_target8	NA	NA	NA	m1A	120	27	8	NA	NA	NA	FALSE	FALSE
m1A_28_target8	NA	NA	NA	m1A	122	28	8	NA	NA	NA	FALSE	FALSE
m1A_29_target8	NA	NA	NA	m1A	124	29	8	NA	NA	NA	FALSE	FALSE
m1A_30_target8	NA	NA	NA	m1A	126	30	8	NA	NA	NA	FALSE	FALSE
m1A_31_target8	NA	NA	NA	m1A	128	31	8	NA	NA	NA	FALSE	FALSE
m1A_32_target8	NA	NA	NA	m1A	130	32	8	NA	NA	NA	FALSE	FALSE
m1A_33_target8	NA	NA	NA	m1A	132	33	8	NA	NA	NA	FALSE	FALSE
m1A_34_target4	NA	NA	NA	m1A	134	34	4	NA	NA	NA	FALSE	FALSE
m1A_35_target4	NA	NA	NA	m1A	136	35	4	NA	NA	NA	FALSE	FALSE
m1A_36_target4	NA	NA	NA	m1A	138	36	4	NA	NA	NA	FALSE	FALSE
m1A_37_target4	NA	NA	NA	m1A	140	37	4	NA	NA	NA	FALSE	FALSE
m1A_38_target4	NA	NA	NA	m1A	142	38	4	NA	NA	NA	FALSE	FALSE
m1A_39_target4	NA	NA	NA	m1A	144	39	4	NA	NA	NA	FALSE	FALSE
m1A_40_target4	NA	NA	NA	m1A	146	40	4	NA	NA	NA	FALSE	FALSE
m1A_41_target4	NA	NA	NA	m1A	148	41	4	NA	NA	NA	FALSE	FALSE
m1A_42_target4	NA	NA	NA	m1A	150	42	4	NA	NA	NA	FALSE	FALSE
m1A_43_target4	NA	NA	NA	m1A	152	43	4	NA	NA	NA	FALSE	FALSE
m1A_44_target4	NA	NA	NA	m1A	154	44	4	NA	NA	NA	FALSE	FALSE
m1A_34_target8	NA	NA	NA	m1A	156	34	8	NA	NA	NA	FALSE	FALSE
m1A_35_target8	NA	NA	NA	m1A	158	35	8	NA	NA	NA	FALSE	FALSE
m1A_36_target8	NA	NA	NA	m1A	160	36	8	NA	NA	NA	FALSE	FALSE
m1A_37_target8	NA	NA	NA	m1A	162	37	8	NA	NA	NA	FALSE	FALSE
m1A_38_target8	NA	NA	NA	m1A	164	38	8	NA	NA	NA	FALSE	FALSE
m1A_39_target8	NA	NA	NA	m1A	166	39	8	NA	NA	NA	FALSE	FALSE
m1A_40_target8	NA	NA	NA	m1A	168	40	8	NA	NA	NA	FALSE	FALSE
m1A_41_target8	NA	NA	NA	m1A	170	41	8	NA	NA	NA	FALSE	FALSE
m1A_42_target8	NA	NA	NA	m1A	172	42	8	NA	NA	NA	FALSE	FALSE
m1A_43_target8	NA	NA	NA	m1A	174	43	8	NA	NA	NA	FALSE	FALSE
m1A_44_target8	NA	NA	NA	m1A	176	44	8	NA	NA	NA	FALSE	FALSE
m1A_45_target4	NA	NA	NA	m1A	178	45	4	NA	NA	NA	FALSE	FALSE
m1A_46_target4	NA	NA	NA	m1A	180	46	4	NA	NA	NA	FALSE	FALSE
m1A_47_target4	NA	NA	NA	m1A	182	47	4	NA	NA	NA	FALSE	FALSE
m1A_48_target4	NA	NA	NA	m1A	184	48	4	NA	NA	NA	FALSE	FALSE
m1A_49_target4	NA	NA	NA	m1A	186	49	4	NA	NA	NA	FALSE	FALSE
m1A_50_target4	NA	NA	NA	m1A	188	50	4	NA	NA	NA	FALSE	FALSE
m1A_51_target4	NA	NA	NA	m1A	190	51	4	NA	NA	NA	FALSE	FALSE
m1A_52_target4	NA	NA	NA	m1A	192	52	4	NA	NA	NA	FALSE	FALSE
m1A_53_target4	NA	NA	NA	m1A	194	53	4	NA	NA	NA	FALSE	FALSE
m1A_54_target4	NA	NA	NA	m1A	196	54	4	NA	NA	NA	FALSE	FALSE
m1A_55_target4	NA	NA	NA	m1A	198	55	4	NA	NA	NA	FALSE	FALSE
m1A_45_target8	NA	NA	NA	m1A	200	45	8	NA	NA	NA	FALSE	FALSE
m1A_46_target8	NA	NA	NA	m1A	202	46	8	NA	NA	NA	FALSE	FALSE
m1A_47_target8	NA	NA	NA	m1A	204	47	8	NA	NA	NA	FALSE	FALSE
m1A_48_target8	NA	NA	NA	m1A	206	48	8	NA	NA	NA	FALSE	FALSE
m1A_49_target8	NA	NA	NA	m1A	208	49	8	NA	NA	NA	FALSE	FALSE
m1A_50_target8	NA	NA	NA	m1A	210	50	8	NA	NA	NA	FALSE	FALSE
m1A_51_target8	NA	NA	NA	m1A	212	51	8	NA	NA	NA	FALSE	FALSE
m1A_52_target8	NA	NA	NA	m1A	214	52	8	NA	NA	NA	FALSE	FALSE
m1A_53_target8	NA	NA	NA	m1A	216	53	8	NA	NA	NA	FALSE	FALSE
m1A_54_target8	NA	NA	NA	m1A	218	54	8	NA	NA	NA	FALSE	FALSE
m1A_55_target8	NA	NA	NA	m1A	220	55	8	NA	NA	NA	FALSE	FALSE
m1A_56_target4	NA	NA	NA	m1A	222	56	4	NA	NA	NA	FALSE	FALSE
m1A_57_target4	NA	NA	NA	m1A	224	57	4	NA	NA	NA	FALSE	FALSE
m1A_58_target4	NA	NA	NA	m1A	226	58	4	NA	NA	NA	FALSE	FALSE
m1A_59_target4	NA	NA	NA	m1A	228	59	4	NA	NA	NA	FALSE	FALSE
m1A_60_target4	NA	NA	NA	m1A	230	60	4	NA	NA	NA	FALSE	FALSE
m1A_61_target4	NA	NA	NA	m1A	232	61	4	NA	NA	NA	FALSE	FALSE
m1A_62_target4	NA	NA	NA	m1A	234	62	4	NA	NA	NA	FALSE	FALSE
m1A_63_target4	NA	NA	NA	m1A	236	63	4	NA	NA	NA	FALSE	FALSE
m1A_64_target4	NA	NA	NA	m1A	238	64	4	NA	NA	NA	FALSE	FALSE
m1A_65_target4	NA	NA	NA	m1A	240	65	4	NA	NA	NA	FALSE	FALSE
m1A_66_target4	NA	NA	NA	m1A	242	66	4	NA	NA	NA	FALSE	FALSE
m1A_56_target8	NA	NA	NA	m1A	244	56	8	NA	NA	NA	FALSE	FALSE
m1A_57_target8	NA	NA	NA	m1A	246	57	8	NA	NA	NA	FALSE	FALSE
m1A_58_target8	NA	NA	NA	m1A	248	58	8	NA	NA	NA	FALSE	FALSE
m1A_59_target8	NA	NA	NA	m1A	250	59	8	NA	NA	NA	FALSE	FALSE
m1A_60_target8	NA	NA	NA	m1A	252	60	8	NA	NA	NA	FALSE	FALSE
m1A_61_target8	NA	NA	NA	m1A	254	61	8	NA	NA	NA	FALSE	FALSE
m1A_62_target8	NA	NA	NA	m1A	256	62	8	NA	NA	NA	FALSE	FALSE
m1A_63_target8	NA	NA	NA	m1A	258	63	8	NA	NA	NA	FALSE	FALSE
m1A_64_target8	NA	NA	NA	m1A	260	64	8	NA	NA	NA	FALSE	FALSE
m1A_65_target8	NA	NA	NA	m1A	262	65	8	NA	NA	NA	FALSE	FALSE
m1A_66_target8	NA	NA	NA	m1A	264	66	8	NA	NA	NA	FALSE	FALSE
m1A_67_target4	NA	NA	NA	m1A	266	67	4	NA	NA	NA	FALSE	FALSE
m1A_68_target4	NA	NA	NA	m1A	268	68	4	NA	NA	NA	FALSE	FALSE
m1A_69_target4	NA	NA	NA	m1A	270	69	4	NA	NA	NA	FALSE	FALSE
m1A_70_target4	NA	NA	NA	m1A	272	70	4	NA	NA	NA	FALSE	FALSE
m1A_71_target4	NA	NA	NA	m1A	274	71	4	NA	NA	NA	FALSE	FALSE
m1A_72_target4	NA	NA	NA	m1A	276	72	4	NA	NA	NA	FALSE	FALSE
m1A_73_target4	NA	NA	NA	m1A	278	73	4	NA	NA	NA	FALSE	FALSE
m1A_74_target4	NA	NA	NA	m1A	280	74	4	NA	NA	NA	FALSE	FALSE
m1A_75_target4	NA	NA	NA	m1A	282	75	4	NA	NA	NA	FALSE	FALSE
m1A_76_target4	NA	NA	NA	m1A	284	76	4	NA	NA	NA	FALSE	FALSE
m1A_77_target4	NA	NA	NA	m1A	286	77	4	NA	NA	NA	FALSE	FALSE
m1A_67_target8	NA	NA	NA	m1A	288	67	8	NA	NA	NA	FALSE	FALSE
m1A_68_target8	NA	NA	NA	m1A	290	68	8	NA	NA	NA	FALSE	FALSE
m1A_69_target8	NA	NA	NA	m1A	292	69	8	NA	NA	NA	FALSE	FALSE
m1A_70_target8	NA	NA	NA	m1A	294	70	8	NA	NA	NA	FALSE	FALSE
m1A_71_target8	NA	NA	NA	m1A	296	71	8	NA	NA	NA	FALSE	FALSE
m1A_72_target8	NA	NA	NA	m1A	298	72	8	NA	NA	NA	FALSE	FALSE
m1A_73_target8	NA	NA	NA	m1A	300	73	8	NA	NA	NA	FALSE	FALSE
m1A_74_target8	NA	NA	NA	m1A	302	74	8	NA	NA	NA	FALSE	FALSE
m1A_75_target8	NA	NA	NA	m1A	304	75	8	NA	NA	NA	FALSE	FALSE
m1A_76_target8	NA	NA	NA	m1A	306	76	8	NA	NA	NA	FALSE	FALSE
m1A_77_target8	NA	NA	NA	m1A	308	77	8	NA	NA	NA	FALSE	FALSE
m4A_34_target8	NA	NA	NA	m4A	156	34	8	NA	NA	NA	TRUE	FALSE
m4A_52_target4	NA	NA	NA	m4A	192	52	4	NA	NA	NA	TRUE	FALSE
m4A_54_target4	NA	NA	NA	m4A	196	54	4	NA	NA	NA	TRUE	FALSE
m4A_61_target8	NA	NA	NA	m4A	254	61	8	NA	NA	NA	TRUE	FALSE
m4A_68_target8	NA	NA	NA	m4A	290	68	8	NA	NA	NA	TRUE	FALSE
m4A_69_target8	NA	NA	NA	m4A	292	69	8	NA	NA	NA	TRUE	FALSE
m4A_75_target8	NA	NA	NA	m4A	304	75	8	NA	NA	NA	TRUE	FALSE
m4A_76_target8	NA	NA	NA	m4A	306	76	8	NA	NA	NA	TRUE	FALSE
m4A_77_target8	NA	NA	NA	m4A	308	77	8	NA	NA	NA	TRUE	FALSE
m5C_14_target8	NA	NA	NA	m5C	72	14	8	NA	NA	NA	TRUE	FALSE
m5C_31_target4	NA	NA	NA	m5C	106	31	4	NA	NA	NA	TRUE	FALSE
m5C_75_target8	NA	NA	NA	m5C	304	75	8	NA	NA	NA	FALSE	FALSE
m5C_76_target8	NA	NA	NA	m5C	306	76	8	NA	NA	NA	FALSE	FALSE
m5C_77_target8	NA	NA	NA	m5C	308	77	8	NA	NA	NA	TRUE	FALSE
m3B_42_target8	NA	NA	NA	m3B	303	42	8	NA	NA	NA	TRUE	FALSE
m3B_43_target8	NA	NA	NA	m3B	305	43	8	NA	NA	NA	TRUE	FALSE
m3B_44_target8	NA	NA	NA	m3B	307	44	8	NA	NA	NA	FALSE	FALSE
m3B_50_target8	NA	NA	NA	m3B	166	50	8	NA	NA	NA	TRUE	FALSE
m3B_73_target4	NA	NA	NA	m3B	234	73	4	NA	NA	NA	TRUE	FALSE
f1A_01_target4	NA	NA	NA	f1A	1	1	4	NA	NA	NA	FALSE	FALSE
f1A_02_target4	NA	NA	NA	f1A	3	2	4	NA	NA	NA	FALSE	FALSE
f1A_03_target4	NA	NA	NA	f1A	5	3	4	NA	NA	NA	FALSE	FALSE
f1A_04_target4	NA	NA	NA	f1A	7	4	4	NA	NA	NA	FALSE	FALSE
f1A_05_target4	NA	NA	NA	f1A	9	5	4	NA	NA	NA	FALSE	FALSE
f1A_06_target4	NA	NA	NA	f1A	11	6	4	NA	NA	NA	FALSE	FALSE
f1A_07_target4	NA	NA	NA	f1A	13	7	4	NA	NA	NA	FALSE	FALSE
f1A_08_target4	NA	NA	NA	f1A	15	8	4	NA	NA	NA	FALSE	FALSE
f1A_09_target4	NA	NA	NA	f1A	17	9	4	NA	NA	NA	FALSE	FALSE
f1A_10_target4	NA	NA	NA	f1A	19	10	4	NA	NA	NA	FALSE	FALSE
f1A_11_target4	NA	NA	NA	f1A	21	11	4	NA	NA	NA	FALSE	FALSE
f1A_01_target8	NA	NA	NA	f1A	23	1	8	NA	NA	NA	FALSE	FALSE
f1A_02_target8	NA	NA	NA	f1A	25	2	8	NA	NA	NA	FALSE	FALSE
f1A_03_target8	NA	NA	NA	f1A	27	3	8	NA	NA	NA	FALSE	FALSE
f1A_04_target8	NA	NA	NA	f1A	29	4	8	NA	NA	NA	FALSE	FALSE
f1A_05_target8	NA	NA	NA	f1A	31	5	8	NA	NA	NA	FALSE	FALSE
f1A_06_target8	NA	NA	NA	f1A	33	6	8	NA	NA	NA	FALSE	FALSE
f1A_07_target8	NA	NA	NA	f1A	35	7	8	NA	NA	NA	FALSE	FALSE
f1A_08_target8	NA	NA	NA	f1A	37	8	8	NA	NA	NA	FALSE	FALSE
f1A_09_target8	NA	NA	NA	f1A	39	9	8	NA	NA	NA	FALSE	FALSE
f1A_10_target8	NA	NA	NA	f1A	41	10	8	NA	NA	NA	FALSE	FALSE
f1A_11_target8	NA	NA	NA	f1A	43	11	8	NA	NA	NA	FALSE	FALSE
f1A_12_target4	NA	NA	NA	f1A	2	12	4	NA	NA	NA	FALSE	FALSE
f1A_13_target4	NA	NA	NA	f1A	4	13	4	NA	NA	NA	FALSE	FALSE
f1A_14_target4	NA	NA	NA	f1A	6	14	4	NA	NA	NA	FALSE	FALSE
f1A_15_target4	NA	NA	NA	f1A	8	15	4	NA	NA	NA	FALSE	FALSE
f1A_16_target4	NA	NA	NA	f1A	10	16	4	NA	NA	NA	FALSE	FALSE
f1A_17_target4	NA	NA	NA	f1A	12	17	4	NA	NA	NA	FALSE	FALSE
f1A_18_target4	NA	NA	NA	f1A	14	18	4	NA	NA	NA	FALSE	FALSE
f1A_19_target4	NA	NA	NA	f1A	16	19	4	NA	NA	NA	FALSE	FALSE
f1A_20_target4	NA	NA	NA	f1A	18	20	4	NA	NA	NA	FALSE	FALSE
f1A_21_target4	NA	NA	NA	f1A	20	21	4	NA	NA	NA	FALSE	FALSE
f1A_22_target4	NA	NA	NA	f1A	22	22	4	NA	NA	NA	FALSE	FALSE
f1A_12_target8	NA	NA	NA	f1A	24	12	8	NA	NA	NA	FALSE	FALSE
f1A_13_target8	NA	NA	NA	f1A	26	13	8	NA	NA	NA	FALSE	FALSE
f1A_14_target8	NA	NA	NA	f1A	28	14	8	NA	NA	NA	FALSE	FALSE
f1A_15_target8	NA	NA	NA	f1A	30	15	8	NA	NA	NA	FALSE	FALSE
f1A_16_target8	NA	NA	NA	f1A	32	16	8	NA	NA	NA	FALSE	FALSE
f1A_17_target8	NA	NA	NA	f1A	34	17	8	NA	NA	NA	FALSE	FALSE
f1A_18_target8	NA	NA	NA	f1A	36	18	8	NA	NA	NA	FALSE	FALSE
f1A_19_target8	NA	NA	NA	f1A	38	19	8	NA	NA	NA	FALSE	FALSE
f1A_20_target8	NA	NA	NA	f1A	40	20	8	NA	NA	NA	FALSE	FALSE
f1A_21_target8	NA	NA	NA	f1A	42	21	8	NA	NA	NA	FALSE	FALSE
f1A_22_target8	NA	NA	NA	f1A	44	22	8	NA	NA	NA	FALSE	FALSE
